user_id,user_segment,traffic_source,primary_device,primary_browser,first_visit_date,prob_apply,avg_sessions,avg_pages_per_session
d674ea4b,Experience_Builder,Email Campaign,Desktop,Other,2024-02-27,0.7,5,10
002e3789,Experience_Builder,Referral,Desktop,Firefox,2024-02-29,0.7,5,10
abacb962,Experience_Builder,Google Search,Mobile,Other,2024-01-13,0.7,5,10
2db918b8,Career_Starter,Direct,Desktop,Safari,2024-01-22,0.6,3,8
a64cc68e,Urgent_Seeker,Blog,Mobile,Safari,2024-02-21,0.8,7,12
a4148674,Career_Starter,Social Media,Mobile,Chrome,2024-02-19,0.6,3,8
83abb9a4,Skill_Explorer,Blog,Mobile,Edge,2024-03-30,0.3,2,6
3992033b,Urgent_Seeker,Social Media,Desktop,Firefox,2024-01-28,0.8,7,12
23a8cab1,Career_Starter,Direct,Tablet,Firefox,2024-01-08,0.6,3,8
9c4d0b1b,Career_Starter,Blog,Tablet,Other,2024-01-21,0.6,3,8
478c7bf6,Career_Starter,Google Search,Desktop,Chrome,2024-03-17,0.6,3,8
b6b08a9d,Career_Starter,Email Campaign,Mobile,Chrome,2024-03-13,0.6,3,8
3556c50b,Experience_Builder,Direct,Tablet,Chrome,2024-02-23,0.7,5,10
bc60f7d8,Skill_Explorer,University Portal,Desktop,Firefox,2024-01-31,0.3,2,6
2b3ad87d,Skill_Explorer,Referral,Desktop,Firefox,2024-02-28,0.3,2,6
4e308230,Skill_Explorer,Google Search,Desktop,Edge,2024-03-20,0.3,2,6
56b85812,Career_Starter,Google Search,Tablet,Safari,2024-03-05,0.6,3,8
c872b221,Skill_Explorer,Social Media,Mobile,Chrome,2024-02-01,0.3,2,6
a89766d6,Skill_Explorer,University Portal,Desktop,Edge,2024-03-10,0.3,2,6
eace80ef,Skill_Explorer,Direct,Tablet,Other,2024-02-08,0.3,2,6
05a96e6d,Career_Starter,Social Media,Mobile,Chrome,2024-01-14,0.6,3,8
22639955,Experience_Builder,University Portal,Mobile,Other,2024-01-27,0.7,5,10
36dcc501,Skill_Explorer,Email Campaign,Tablet,Firefox,2024-03-05,0.3,2,6
b7ba717e,Urgent_Seeker,University Portal,Desktop,Chrome,2024-03-22,0.8,7,12
404a6905,Urgent_Seeker,University Portal,Desktop,Chrome,2024-02-12,0.8,7,12
0c83b6da,Experience_Builder,University Portal,Desktop,Edge,2024-03-11,0.7,5,10
dc148cd4,Urgent_Seeker,Direct,Desktop,Chrome,2024-03-29,0.8,7,12
ebfbdfc7,Experience_Builder,Direct,Mobile,Other,2024-03-11,0.7,5,10
2174dd18,Experience_Builder,Referral,Desktop,Chrome,2024-02-09,0.7,5,10
068a4249,Skill_Explorer,Direct,Mobile,Safari,2024-03-28,0.3,2,6
386d10e0,Experience_Builder,Google Search,Mobile,Other,2024-02-22,0.7,5,10
60987ed1,Experience_Builder,Email Campaign,Desktop,Safari,2024-02-22,0.7,5,10
101f24a5,Career_Starter,Social Media,Tablet,Firefox,2024-02-22,0.6,3,8
caa02996,Experience_Builder,University Portal,Desktop,Chrome,2024-02-18,0.7,5,10
0f07e844,Career_Starter,Blog,Desktop,Safari,2024-02-28,0.6,3,8
e34850e2,Skill_Explorer,University Portal,Desktop,Safari,2024-01-04,0.3,2,6
1222af3d,Experience_Builder,Referral,Mobile,Firefox,2024-01-09,0.7,5,10
093fa3a1,Skill_Explorer,Career Fair,Tablet,Other,2024-02-21,0.3,2,6
5dc0f969,Skill_Explorer,Direct,Desktop,Firefox,2024-01-23,0.3,2,6
b9c706b8,Skill_Explorer,Direct,Desktop,Other,2024-02-25,0.3,2,6
22e6787e,Skill_Explorer,Career Fair,Mobile,Other,2024-03-06,0.3,2,6
ca942e75,Career_Starter,Referral,Tablet,Safari,2024-02-02,0.6,3,8
11497442,Career_Starter,Referral,Desktop,Other,2024-03-09,0.6,3,8
ae9eeb50,Experience_Builder,Career Fair,Mobile,Chrome,2024-03-26,0.7,5,10
1585d35b,Skill_Explorer,Career Fair,Tablet,Chrome,2024-02-08,0.3,2,6
e4d44597,Skill_Explorer,Referral,Mobile,Edge,2024-03-30,0.3,2,6
496ff009,Skill_Explorer,Social Media,Desktop,Edge,2024-03-26,0.3,2,6
9b54ed4b,Urgent_Seeker,Social Media,Tablet,Other,2024-02-08,0.8,7,12
c0526241,Urgent_Seeker,Direct,Mobile,Firefox,2024-01-27,0.8,7,12
3ed1dcec,Urgent_Seeker,Career Fair,Mobile,Edge,2024-02-26,0.8,7,12
36701fe9,Experience_Builder,Blog,Tablet,Safari,2024-03-25,0.7,5,10
905f26b4,Career_Starter,University Portal,Tablet,Other,2024-02-12,0.6,3,8
7e4a8bc2,Career_Starter,Email Campaign,Tablet,Firefox,2024-01-29,0.6,3,8
1b69d1ba,Experience_Builder,Social Media,Desktop,Chrome,2024-02-01,0.7,5,10
9250eb24,Urgent_Seeker,Google Search,Mobile,Edge,2024-03-21,0.8,7,12
2d9199b8,Experience_Builder,Referral,Mobile,Edge,2024-02-01,0.7,5,10
2b4870cf,Experience_Builder,Direct,Desktop,Edge,2024-01-29,0.7,5,10
e61e7cc4,Experience_Builder,Blog,Desktop,Other,2024-02-01,0.7,5,10
09fe756e,Career_Starter,Blog,Desktop,Edge,2024-03-26,0.6,3,8
e834655a,Skill_Explorer,Blog,Tablet,Other,2024-02-24,0.3,2,6
7c2a0cb7,Urgent_Seeker,Social Media,Tablet,Edge,2024-02-27,0.8,7,12
b36bad41,Skill_Explorer,Email Campaign,Tablet,Firefox,2024-03-07,0.3,2,6
92a5435a,Urgent_Seeker,Email Campaign,Mobile,Edge,2024-01-10,0.8,7,12
861abed5,Skill_Explorer,Email Campaign,Mobile,Firefox,2024-02-10,0.3,2,6
33cd0bba,Career_Starter,Social Media,Desktop,Safari,2024-02-19,0.6,3,8
b21214ee,Experience_Builder,Email Campaign,Desktop,Edge,2024-02-22,0.7,5,10
2d8ee7fc,Skill_Explorer,Blog,Mobile,Chrome,2024-01-27,0.3,2,6
57a2c8c9,Urgent_Seeker,Referral,Tablet,Chrome,2024-03-14,0.8,7,12
cb3fbd8d,Urgent_Seeker,Blog,Desktop,Firefox,2024-02-08,0.8,7,12
77463caa,Urgent_Seeker,Referral,Tablet,Other,2024-03-18,0.8,7,12
a996bc41,Experience_Builder,Blog,Desktop,Firefox,2024-02-25,0.7,5,10
3fed8f0d,Urgent_Seeker,Direct,Mobile,Firefox,2024-03-26,0.8,7,12
9684a85b,Urgent_Seeker,Social Media,Mobile,Safari,2024-03-20,0.8,7,12
07948084,Career_Starter,Referral,Tablet,Other,2024-03-25,0.6,3,8
634bb6d9,Career_Starter,Google Search,Tablet,Edge,2024-01-18,0.6,3,8
060374db,Urgent_Seeker,Social Media,Desktop,Firefox,2024-02-18,0.8,7,12
1685d1a9,Skill_Explorer,Email Campaign,Mobile,Firefox,2024-02-13,0.3,2,6
d3afa592,Urgent_Seeker,University Portal,Mobile,Firefox,2024-01-11,0.8,7,12
4a856815,Urgent_Seeker,Direct,Tablet,Other,2024-01-07,0.8,7,12
074115cb,Skill_Explorer,Email Campaign,Tablet,Chrome,2024-03-24,0.3,2,6
b2c2c545,Career_Starter,Direct,Desktop,Safari,2024-01-03,0.6,3,8
b2d74038,Experience_Builder,Email Campaign,Desktop,Edge,2024-03-26,0.7,5,10
9d328f77,Career_Starter,Email Campaign,Mobile,Firefox,2024-02-17,0.6,3,8
e0918acf,Experience_Builder,Google Search,Desktop,Firefox,2024-01-14,0.7,5,10
73feeda4,Career_Starter,University Portal,Tablet,Edge,2024-02-20,0.6,3,8
12ab97fd,Experience_Builder,Google Search,Tablet,Safari,2024-01-14,0.7,5,10
a347bc75,Skill_Explorer,Google Search,Tablet,Chrome,2024-02-14,0.3,2,6
02cb4b3e,Urgent_Seeker,Career Fair,Desktop,Other,2024-03-23,0.8,7,12
765dcaf2,Skill_Explorer,Direct,Mobile,Edge,2024-01-14,0.3,2,6
b7b0ea17,Urgent_Seeker,Career Fair,Tablet,Edge,2024-01-20,0.8,7,12
1d3862a4,Urgent_Seeker,Social Media,Tablet,Other,2024-03-24,0.8,7,12
0c00a87d,Skill_Explorer,Blog,Mobile,Edge,2024-03-16,0.3,2,6
5019fc35,Skill_Explorer,Career Fair,Desktop,Chrome,2024-02-05,0.3,2,6
67f02ec3,Urgent_Seeker,Email Campaign,Mobile,Other,2024-03-19,0.8,7,12
d3e44274,Urgent_Seeker,Career Fair,Desktop,Edge,2024-02-11,0.8,7,12
b7afc9c8,Experience_Builder,Blog,Desktop,Firefox,2024-02-03,0.7,5,10
e230957f,Skill_Explorer,University Portal,Tablet,Firefox,2024-03-12,0.3,2,6
1399e506,Career_Starter,Email Campaign,Desktop,Safari,2024-02-22,0.6,3,8
ecd56aac,Urgent_Seeker,Email Campaign,Tablet,Edge,2024-03-23,0.8,7,12
9c5e24a5,Urgent_Seeker,Blog,Desktop,Chrome,2024-02-07,0.8,7,12
4bea1c54,Experience_Builder,Referral,Tablet,Safari,2024-02-09,0.7,5,10
987b6712,Skill_Explorer,Blog,Tablet,Other,2024-02-14,0.3,2,6
a5e380cb,Urgent_Seeker,Career Fair,Mobile,Edge,2024-02-04,0.8,7,12
dc396d7d,Skill_Explorer,University Portal,Desktop,Chrome,2024-01-25,0.3,2,6
602ec23d,Skill_Explorer,Google Search,Tablet,Other,2024-03-29,0.3,2,6
d004b18e,Experience_Builder,Email Campaign,Desktop,Edge,2024-02-05,0.7,5,10
3505c8e2,Skill_Explorer,Google Search,Desktop,Firefox,2024-01-30,0.3,2,6
4b1a235c,Skill_Explorer,Social Media,Mobile,Chrome,2024-03-09,0.3,2,6
9300a915,Experience_Builder,University Portal,Desktop,Chrome,2024-03-11,0.7,5,10
ac42fc47,Skill_Explorer,Social Media,Tablet,Edge,2024-01-14,0.3,2,6
9e3604a9,Career_Starter,University Portal,Mobile,Edge,2024-02-26,0.6,3,8
270d3de3,Skill_Explorer,Social Media,Desktop,Firefox,2024-03-02,0.3,2,6
7e8bd394,Career_Starter,Google Search,Mobile,Edge,2024-01-10,0.6,3,8
92077ce3,Career_Starter,Social Media,Desktop,Other,2024-02-08,0.6,3,8
4b99d8a2,Career_Starter,Email Campaign,Desktop,Other,2024-02-23,0.6,3,8
5b4f206f,Experience_Builder,Referral,Mobile,Edge,2024-02-08,0.7,5,10
384ee919,Urgent_Seeker,University Portal,Tablet,Other,2024-01-08,0.8,7,12
b70fcc4e,Career_Starter,Email Campaign,Tablet,Safari,2024-02-03,0.6,3,8
c73c74a6,Career_Starter,Social Media,Desktop,Safari,2024-03-11,0.6,3,8
7bd0a57e,Career_Starter,Social Media,Desktop,Edge,2024-02-27,0.6,3,8
6df5a900,Urgent_Seeker,University Portal,Desktop,Safari,2024-02-06,0.8,7,12
d742ff03,Skill_Explorer,Blog,Desktop,Safari,2024-02-03,0.3,2,6
121ca33d,Experience_Builder,Referral,Desktop,Other,2024-01-29,0.7,5,10
02b1b70d,Experience_Builder,University Portal,Desktop,Chrome,2024-01-08,0.7,5,10
d0559af9,Experience_Builder,University Portal,Tablet,Other,2024-02-06,0.7,5,10
4f857f53,Urgent_Seeker,Google Search,Mobile,Firefox,2024-03-30,0.8,7,12
7efaf09a,Urgent_Seeker,University Portal,Tablet,Other,2024-03-04,0.8,7,12
0e54f97e,Urgent_Seeker,Google Search,Tablet,Chrome,2024-02-25,0.8,7,12
08514609,Skill_Explorer,University Portal,Desktop,Chrome,2024-01-30,0.3,2,6
c244431b,Career_Starter,University Portal,Tablet,Chrome,2024-01-23,0.6,3,8
4e02e442,Urgent_Seeker,Blog,Mobile,Safari,2024-03-15,0.8,7,12
adb7507c,Urgent_Seeker,Blog,Desktop,Edge,2024-02-14,0.8,7,12
715d8f5e,Urgent_Seeker,Career Fair,Mobile,Chrome,2024-01-21,0.8,7,12
c7a5fc32,Skill_Explorer,Referral,Tablet,Edge,2024-02-06,0.3,2,6
2916a711,Urgent_Seeker,Direct,Mobile,Chrome,2024-02-10,0.8,7,12
d4938db5,Skill_Explorer,Career Fair,Desktop,Edge,2024-03-06,0.3,2,6
78333b52,Career_Starter,Blog,Mobile,Chrome,2024-01-25,0.6,3,8
0a0b02d8,Skill_Explorer,Blog,Tablet,Edge,2024-01-07,0.3,2,6
212257a9,Experience_Builder,University Portal,Tablet,Safari,2024-02-06,0.7,5,10
c1827f28,Urgent_Seeker,Blog,Desktop,Chrome,2024-03-21,0.8,7,12
41cfd810,Experience_Builder,Social Media,Mobile,Other,2024-01-02,0.7,5,10
78883970,Urgent_Seeker,Google Search,Desktop,Chrome,2024-02-29,0.8,7,12
12cdb4bb,Career_Starter,Social Media,Mobile,Firefox,2024-03-06,0.6,3,8
1b98a1fd,Skill_Explorer,Referral,Mobile,Edge,2024-02-01,0.3,2,6
6ec519d1,Urgent_Seeker,Social Media,Mobile,Safari,2024-03-17,0.8,7,12
adcc3cd2,Experience_Builder,Google Search,Mobile,Edge,2024-02-13,0.7,5,10
98dbe389,Skill_Explorer,Direct,Mobile,Firefox,2024-03-16,0.3,2,6
e871d349,Urgent_Seeker,Social Media,Mobile,Other,2024-03-02,0.8,7,12
bdb37044,Skill_Explorer,Career Fair,Tablet,Other,2024-02-18,0.3,2,6
6d54d1cf,Urgent_Seeker,Career Fair,Desktop,Safari,2024-03-14,0.8,7,12
adc6322f,Urgent_Seeker,Email Campaign,Mobile,Chrome,2024-02-10,0.8,7,12
add24ff5,Urgent_Seeker,Referral,Mobile,Safari,2024-03-04,0.8,7,12
3647b381,Career_Starter,Social Media,Tablet,Other,2024-02-12,0.6,3,8
87b4fdbd,Career_Starter,Blog,Desktop,Other,2024-02-28,0.6,3,8
fa421ba9,Career_Starter,Social Media,Mobile,Safari,2024-01-10,0.6,3,8
942df921,Urgent_Seeker,University Portal,Mobile,Other,2024-03-29,0.8,7,12
86a4f1bc,Urgent_Seeker,Google Search,Mobile,Other,2024-02-18,0.8,7,12
33058c58,Skill_Explorer,Blog,Tablet,Chrome,2024-03-20,0.3,2,6
440077df,Career_Starter,Email Campaign,Tablet,Firefox,2024-01-30,0.6,3,8
70137143,Career_Starter,Referral,Desktop,Chrome,2024-02-26,0.6,3,8
3694b649,Experience_Builder,University Portal,Desktop,Chrome,2024-02-11,0.7,5,10
1cfbdb7b,Career_Starter,University Portal,Mobile,Firefox,2024-02-25,0.6,3,8
c51162b8,Experience_Builder,Email Campaign,Tablet,Edge,2024-03-13,0.7,5,10
e4206904,Experience_Builder,Social Media,Desktop,Chrome,2024-03-19,0.7,5,10
d0cb31f3,Urgent_Seeker,Email Campaign,Mobile,Other,2024-01-19,0.8,7,12
d7b29471,Experience_Builder,Blog,Tablet,Firefox,2024-02-28,0.7,5,10
2bb06ac7,Skill_Explorer,Direct,Mobile,Firefox,2024-03-27,0.3,2,6
83b12c05,Experience_Builder,Google Search,Mobile,Firefox,2024-03-16,0.7,5,10
961283cb,Skill_Explorer,Referral,Tablet,Firefox,2024-02-28,0.3,2,6
3f9c04c5,Skill_Explorer,Email Campaign,Mobile,Edge,2024-01-14,0.3,2,6
d9bd87cd,Experience_Builder,Referral,Tablet,Firefox,2024-03-14,0.7,5,10
0f77329e,Skill_Explorer,University Portal,Desktop,Edge,2024-02-05,0.3,2,6
22c4d29b,Career_Starter,Direct,Tablet,Edge,2024-02-06,0.6,3,8
f3d7c1ee,Experience_Builder,Career Fair,Desktop,Safari,2024-03-20,0.7,5,10
e44a2374,Skill_Explorer,Social Media,Tablet,Chrome,2024-03-21,0.3,2,6
c84106e5,Career_Starter,University Portal,Mobile,Chrome,2024-03-15,0.6,3,8
b5aaa6d2,Skill_Explorer,Social Media,Desktop,Firefox,2024-02-11,0.3,2,6
b171c289,Urgent_Seeker,Social Media,Desktop,Safari,2024-03-10,0.8,7,12
7eaa27aa,Skill_Explorer,University Portal,Desktop,Firefox,2024-03-02,0.3,2,6
bd5c8f39,Skill_Explorer,Career Fair,Desktop,Edge,2024-01-10,0.3,2,6
39ac5785,Experience_Builder,Email Campaign,Tablet,Edge,2024-03-12,0.7,5,10
c3aa2b45,Skill_Explorer,Google Search,Mobile,Chrome,2024-02-03,0.3,2,6
580dee37,Career_Starter,Blog,Mobile,Firefox,2024-03-15,0.6,3,8
e3c1f377,Urgent_Seeker,Career Fair,Desktop,Safari,2024-03-01,0.8,7,12
6a94cc4b,Career_Starter,Career Fair,Tablet,Safari,2024-03-23,0.6,3,8
3d004bec,Career_Starter,Blog,Tablet,Firefox,2024-03-24,0.6,3,8
42a5afbb,Urgent_Seeker,Google Search,Desktop,Chrome,2024-01-05,0.8,7,12
9019ec31,Skill_Explorer,Blog,Desktop,Chrome,2024-01-31,0.3,2,6
b9d6801f,Experience_Builder,Referral,Mobile,Firefox,2024-03-26,0.7,5,10
8dc91168,Urgent_Seeker,Social Media,Mobile,Chrome,2024-03-03,0.8,7,12
0f37af1e,Urgent_Seeker,University Portal,Desktop,Firefox,2024-01-28,0.8,7,12
ef7db181,Urgent_Seeker,Blog,Desktop,Firefox,2024-01-13,0.8,7,12
f15d1ab3,Skill_Explorer,Career Fair,Desktop,Edge,2024-02-05,0.3,2,6
41c002d2,Experience_Builder,Google Search,Mobile,Chrome,2024-03-25,0.7,5,10
4f4279c3,Experience_Builder,Direct,Desktop,Firefox,2024-02-01,0.7,5,10
052db656,Experience_Builder,Email Campaign,Desktop,Other,2024-01-27,0.7,5,10
4b5713a1,Experience_Builder,Email Campaign,Mobile,Safari,2024-03-17,0.7,5,10
2ebdb8e1,Career_Starter,University Portal,Desktop,Safari,2024-03-10,0.6,3,8
2e636e1c,Skill_Explorer,Social Media,Desktop,Chrome,2024-01-17,0.3,2,6
aff4bf89,Career_Starter,Career Fair,Desktop,Other,2024-02-11,0.6,3,8
959ce949,Career_Starter,Social Media,Mobile,Chrome,2024-01-17,0.6,3,8
ceb58f36,Urgent_Seeker,Google Search,Tablet,Chrome,2024-03-01,0.8,7,12
2da5626c,Urgent_Seeker,Career Fair,Tablet,Other,2024-01-14,0.8,7,12
af6990a4,Urgent_Seeker,Email Campaign,Tablet,Chrome,2024-03-25,0.8,7,12
b58b32f2,Skill_Explorer,Blog,Tablet,Chrome,2024-01-08,0.3,2,6
61c61af5,Urgent_Seeker,Referral,Mobile,Chrome,2024-03-03,0.8,7,12
a062e9f8,Urgent_Seeker,Google Search,Desktop,Firefox,2024-03-18,0.8,7,12
612b108a,Experience_Builder,Google Search,Desktop,Firefox,2024-03-20,0.7,5,10
a54e7c94,Skill_Explorer,Referral,Tablet,Other,2024-02-07,0.3,2,6
f932d42f,Urgent_Seeker,Referral,Desktop,Chrome,2024-03-24,0.8,7,12
f9ecbd2c,Experience_Builder,Referral,Mobile,Safari,2024-02-22,0.7,5,10
17c6926f,Skill_Explorer,Blog,Mobile,Edge,2024-01-13,0.3,2,6
99783915,Skill_Explorer,Referral,Mobile,Firefox,2024-02-17,0.3,2,6
e107bc0d,Experience_Builder,Blog,Desktop,Chrome,2024-01-11,0.7,5,10
7d9c8a0d,Career_Starter,Referral,Desktop,Firefox,2024-01-17,0.6,3,8
a88118ca,Career_Starter,Career Fair,Tablet,Chrome,2024-02-22,0.6,3,8
941648d7,Skill_Explorer,Referral,Tablet,Chrome,2024-02-06,0.3,2,6
516887c7,Skill_Explorer,Career Fair,Desktop,Other,2024-03-05,0.3,2,6
27d56cd3,Experience_Builder,Social Media,Tablet,Edge,2024-01-29,0.7,5,10
79cc8053,Career_Starter,Career Fair,Tablet,Firefox,2024-01-15,0.6,3,8
19d26cea,Skill_Explorer,Email Campaign,Mobile,Other,2024-03-20,0.3,2,6
5510164d,Career_Starter,University Portal,Desktop,Safari,2024-02-04,0.6,3,8
a54e583a,Skill_Explorer,Career Fair,Mobile,Chrome,2024-01-24,0.3,2,6
4c72edef,Experience_Builder,Referral,Desktop,Safari,2024-03-22,0.7,5,10
e7ef8330,Career_Starter,Google Search,Tablet,Other,2024-01-28,0.6,3,8
4849b4db,Urgent_Seeker,Referral,Mobile,Firefox,2024-01-21,0.8,7,12
46ddc4fc,Skill_Explorer,University Portal,Tablet,Firefox,2024-03-13,0.3,2,6
0d90e4eb,Career_Starter,Direct,Desktop,Safari,2024-03-20,0.6,3,8
f6e385dc,Career_Starter,Google Search,Mobile,Edge,2024-03-25,0.6,3,8
81028608,Urgent_Seeker,Blog,Tablet,Edge,2024-02-23,0.8,7,12
219db711,Skill_Explorer,Email Campaign,Tablet,Chrome,2024-02-14,0.3,2,6
43856b3d,Urgent_Seeker,Google Search,Mobile,Other,2024-03-03,0.8,7,12
14164b62,Skill_Explorer,Direct,Desktop,Edge,2024-03-17,0.3,2,6
4b604526,Career_Starter,Direct,Desktop,Firefox,2024-01-28,0.6,3,8
95dd01e6,Experience_Builder,University Portal,Mobile,Firefox,2024-01-16,0.7,5,10
3547d476,Career_Starter,Blog,Tablet,Edge,2024-01-23,0.6,3,8
1e80fd11,Experience_Builder,Referral,Tablet,Safari,2024-03-05,0.7,5,10
26232433,Skill_Explorer,Google Search,Mobile,Chrome,2024-02-25,0.3,2,6
65b36d80,Career_Starter,Blog,Desktop,Firefox,2024-03-14,0.6,3,8
877fb4de,Urgent_Seeker,Referral,Tablet,Edge,2024-02-07,0.8,7,12
7b46373d,Career_Starter,Referral,Desktop,Firefox,2024-01-22,0.6,3,8
812073c0,Urgent_Seeker,Career Fair,Desktop,Edge,2024-01-14,0.8,7,12
b25c26d0,Experience_Builder,Referral,Tablet,Edge,2024-03-08,0.7,5,10
6aeacbd5,Career_Starter,Referral,Mobile,Firefox,2024-01-29,0.6,3,8
e89b9eb2,Skill_Explorer,Social Media,Desktop,Other,2024-03-22,0.3,2,6
afd6b2de,Career_Starter,Email Campaign,Mobile,Firefox,2024-03-23,0.6,3,8
992a1550,Experience_Builder,Email Campaign,Desktop,Safari,2024-02-02,0.7,5,10
a6e38d11,Experience_Builder,Social Media,Tablet,Safari,2024-03-24,0.7,5,10
ba2aaed7,Career_Starter,Social Media,Tablet,Edge,2024-02-29,0.6,3,8
6bef8112,Urgent_Seeker,Career Fair,Tablet,Firefox,2024-01-20,0.8,7,12
e629e97d,Urgent_Seeker,Google Search,Mobile,Edge,2024-03-21,0.8,7,12
3bd11a06,Skill_Explorer,University Portal,Tablet,Chrome,2024-02-15,0.3,2,6
7003a0e3,Career_Starter,University Portal,Mobile,Edge,2024-01-05,0.6,3,8
64aad41e,Career_Starter,Career Fair,Mobile,Chrome,2024-03-23,0.6,3,8
d6240593,Career_Starter,Referral,Mobile,Other,2024-03-11,0.6,3,8
3b581822,Career_Starter,Blog,Tablet,Safari,2024-02-11,0.6,3,8
85c2e88c,Urgent_Seeker,Social Media,Desktop,Edge,2024-01-14,0.8,7,12
452e7248,Skill_Explorer,Google Search,Tablet,Safari,2024-01-06,0.3,2,6
46ccb200,Experience_Builder,Blog,Mobile,Other,2024-03-07,0.7,5,10
ea2c5180,Experience_Builder,Career Fair,Mobile,Firefox,2024-02-19,0.7,5,10
dcd05966,Urgent_Seeker,Career Fair,Tablet,Other,2024-01-07,0.8,7,12
857e5252,Skill_Explorer,Google Search,Mobile,Chrome,2024-03-12,0.3,2,6
2dcfd937,Urgent_Seeker,University Portal,Mobile,Other,2024-01-20,0.8,7,12
22647e0a,Skill_Explorer,Google Search,Tablet,Safari,2024-02-14,0.3,2,6
a7c3c6a9,Skill_Explorer,Referral,Desktop,Other,2024-01-11,0.3,2,6
25faafca,Skill_Explorer,Referral,Tablet,Firefox,2024-01-17,0.3,2,6
3807ec7a,Career_Starter,Referral,Tablet,Firefox,2024-01-03,0.6,3,8
a6065d99,Skill_Explorer,University Portal,Desktop,Safari,2024-02-13,0.3,2,6
8b7fd1e7,Urgent_Seeker,Email Campaign,Desktop,Safari,2024-01-20,0.8,7,12
0a6433b2,Career_Starter,University Portal,Desktop,Other,2024-03-10,0.6,3,8
